chromosome	start	end	score
chr2	165196623	165196642	0.002934
chr2	165196642	165196672	0.001437
chr2	165196672	165196679	0.004371
chr2	165196679	165196700	0.006167
chr2	165196700	165196705	0.00473
chr2	165196705	165196706	0.006647
chr2	165196706	165196708	0.009461
chr2	165196708	165196752	0.012215
chr2	165196752	165196755	0.013832
chr2	165196755	165196772	0.015629
chr2	165196772	165196777	0.012695
chr2	165196777	165196779	0.014372
chr2	165196779	165196804	0.012575
chr2	165196804	165196806	0.010659
chr2	165196806	165196807	0.007905
chr2	165196807	165196830	0.00509
chr2	165196830	165196850	0.006228
chr2	165196850	165196852	0.008145
chr2	165196852	165196855	0.006468
chr2	165196855	165196877	0.004671
chr2	165196877	165196896	0.003054
chr2	165196896	165196897	0.001138
chr2	165196897	165196898	0.003054
chr2	165196898	165196930	0.004431
chr2	165196930	165196951	0.003294
chr2	165196951	165196967	0.001377
chr2	165196967	165196968	0.003593
chr2	165196968	165196998	0.005809
chr2	165196998	165197023	0.004432
chr2	165197023	165197028	0.005689
chr2	165197028	165197034	0.006886
chr2	165197034	165197040	0.00982
chr2	165197040	165197060	0.012575
chr2	165197060	165197067	0.01467
chr2	165197067	165197068	0.012455
chr2	165197068	165197075	0.010239
chr2	165197075	165197076	0.012455
chr2	165197076	165197096	0.01467
chr2	165197096	165197107	0.017485
chr2	165197107	165197123	0.018862
chr2	165197123	165197127	0.017665
chr2	165197127	165197128	0.018862
chr2	165197128	165197130	0.017665
chr2	165197130	165197134	0.021558
chr2	165197134	165197140	0.018624
chr2	165197140	165197156	0.015809
chr2	165197156	165197160	0.017965
chr2	165197160	165197175	0.015809
chr2	165197175	165197176	0.013594
chr2	165197176	165197194	0.011378
chr2	165197194	165197196	0.012396
chr2	165197196	165197207	0.009641
chr2	165197207	165197227	0.008264
chr2	165197227	165197229	0.007007
chr2	165197229	165197256	0.003114
chr2	165197256	165197259	0.001018
chr2	165197259	165197261	0.007424
chr2	165197261	165197273	0.0097
chr2	165197273	165197277	0.010957
chr2	165197277	165197294	0.013651
chr2	165197294	165197295	0.012633
chr2	165197295	165197301	0.014909
chr2	165197301	165197306	0.021315
chr2	165197306	165197307	0.022034
chr2	165197307	165197314	0.023052
chr2	165197314	165197315	0.026406
chr2	165197315	165197321	0.028322
chr2	165197321	165197355	0.032812
chr2	165197355	165197359	0.036704
chr2	165197359	165197361	0.030298
chr2	165197361	165197369	0.028022
chr2	165197369	165197373	0.030298
chr2	165197373	165197377	0.031915
chr2	165197377	165197390	0.02922
chr2	165197390	165197395	0.031915
chr2	165197395	165197396	0.033052
chr2	165197396	165197401	0.035747
chr2	165197401	165197406	0.031615
chr2	165197406	165197407	0.030897
chr2	165197407	165197414	0.029879
chr2	165197414	165197421	0.024549
chr2	165197421	165197430	0.020059
chr2	165197430	165197432	0.021855
chr2	165197432	165197436	0.024969
chr2	165197436	165197437	0.027484
chr2	165197437	165197442	0.031377
chr2	165197442	165197449	0.033173
chr2	165197449	165197453	0.036287
chr2	165197453	165197455	0.037664
chr2	165197455	165197460	0.035688
chr2	165197460	165197466	0.038622
chr2	165197466	165197469	0.041256
chr2	165197469	165197472	0.038981
chr2	165197472	165197473	0.043651
chr2	165197473	165197486	0.040777
chr2	165197486	165197490	0.045387
chr2	165197490	165197491	0.042633
chr2	165197491	165197492	0.03928
chr2	165197492	165197493	0.04407
chr2	165197493	165197496	0.046943
chr2	165197496	165197498	0.046165
chr2	165197498	165197501	0.047962
chr2	165197501	165197502	0.045686
chr2	165197502	165197503	0.052633
chr2	165197503	165197509	0.055208
chr2	165197509	165197511	0.056764
chr2	165197511	165197516	0.058261
chr2	165197516	165197519	0.061255
chr2	165197519	165197524	0.062752
chr2	165197524	165197530	0.06838
chr2	165197530	165197532	0.066584
chr2	165197532	165197534	0.06347
chr2	165197534	165197536	0.067242
chr2	165197536	165197537	0.071853
chr2	165197537	165197538	0.06796
chr2	165197538	165197539	0.069697
chr2	165197539	165197541	0.073709
chr2	165197541	165197542	0.075565
chr2	165197542	165197547	0.073769
chr2	165197547	165197549	0.075506
chr2	165197549	165197553	0.072392
chr2	165197553	165197555	0.071014
chr2	165197555	165197558	0.069099
chr2	165197558	165197560	0.071613
chr2	165197560	165197564	0.068739
chr2	165197564	165197565	0.073709
chr2	165197565	165197567	0.072931
chr2	165197567	165197568	0.079158
chr2	165197568	165197571	0.082272
chr2	165197571	165197572	0.084787
chr2	165197572	165197581	0.084847
chr2	165197581	165197583	0.087422
chr2	165197583	165197584	0.088919
chr2	165197584	165197585	0.091973
chr2	165197585	165197586	0.098559
chr2	165197586	165197587	0.102572
chr2	165197587	165197590	0.104548
chr2	165197590	165197591	0.106943
chr2	165197591	165197592	0.117902
chr2	165197592	165197593	0.114729
chr2	165197593	165197594	0.111855
chr2	165197594	165197596	0.117484
chr2	165197596	165197597	0.115627
chr2	165197597	165197598	0.120597
chr2	165197598	165197600	0.115327
chr2	165197600	165197601	0.117303
chr2	165197601	165197602	0.119639
chr2	165197602	165197603	0.12413
chr2	165197603	165197606	0.130298
chr2	165197606	165197607	0.131915
chr2	165197607	165197609	0.130418
chr2	165197609	165197614	0.132155
chr2	165197614	165197616	0.137364
chr2	165197616	165197619	0.13443
chr2	165197619	165197621	0.132874
chr2	165197621	165197623	0.135209
chr2	165197623	165197629	0.12958
chr2	165197629	165197631	0.127963
chr2	165197631	165197632	0.148983
chr2	165197632	165197634	0.146947
chr2	165197634	165197635	0.145091
chr2	165197635	165197636	0.152635
chr2	165197636	165197638	0.148923
chr2	165197638	165197639	0.147126
chr2	165197639	165197640	0.14515
chr2	165197640	165197641	0.143174
chr2	165197641	165197647	0.141378
chr2	165197647	165197657	0.139701
chr2	165197657	165197663	0.137127
chr2	165197663	165197664	0.132157
chr2	165197664	165197665	0.12581
chr2	165197665	165197666	0.123894
chr2	165197666	165197670	0.120781
chr2	165197670	165197672	0.118206
chr2	165197672	165197674	0.113595
chr2	165197674	165197676	0.110541
chr2	165197676	165197680	0.105033
chr2	165197680	165197683	0.102518
chr2	165197683	165197685	0.101021
chr2	165197685	165197690	0.087188
chr2	165197690	165197691	0.084853
chr2	165197691	165197692	0.072277
chr2	165197692	165197693	0.070541
chr2	165197693	165197694	0.068565
chr2	165197694	165197697	0.064972
chr2	165197697	165197698	0.058265
chr2	165197698	165197700	0.05599
chr2	165197700	165197701	0.053954
chr2	165197701	165197702	0.051678
chr2	165197702	165197703	0.047187
chr2	165197703	165197706	0.042755
chr2	165197706	165197708	0.039642
chr2	165197708	165197714	0.037845
chr2	165197714	165197721	0.032696
chr2	165197721	165197730	0.030301
chr2	165197730	165197731	0.01
chr2	165197731	165197735	0.009281
chr2	165197735	165197736	0.001737
chr2	165197766	165197792	0.004432
chr2	165197792	165197821	0.007426
chr2	165197821	165197828	0.009701
chr2	165197828	165197866	0.012456
chr2	165197866	165197892	0.008024
chr2	165197892	165197921	0.005031
chr2	165197921	165197928	0.002755
chr2	165198016	165198018	0.020898
chr2	165198018	165198031	0.022635
chr2	165198031	165198053	0.024371
chr2	165198053	165198116	0.045269
chr2	165198116	165198118	0.026288
chr2	165198118	165198131	0.024551
chr2	165198131	165198153	0.022814
chr2	165198153	165198189	0.001917
chr2	165198189	165198209	0.003893
chr2	165198209	165198210	0.009522
chr2	165198210	165198216	0.011498
chr2	165198216	165198254	0.009522
chr2	165198254	165198289	0.015151
chr2	165198289	165198308	0.013234
chr2	165198308	165198310	0.007605
chr2	165198310	165198354	0.005629
chr2	165198361	165198461	0.001976
chr2	165198525	165198576	0.002096
chr2	165198576	165198604	0.00491
chr2	165198604	165198625	0.008802
chr2	165198625	165198628	0.006706
chr2	165198628	165198676	0.008802
chr2	165198676	165198704	0.005988
chr2	165198704	165198717	0.002096
chr2	165198717	165198728	0.003473
chr2	165198728	165198742	0.001377
chr2	165198742	165198803	0.004192
chr2	165198803	165198817	0.005569
chr2	165198817	165198842	0.004192
chr2	165198842	165198873	0.001377
chr2	165198873	165198903	0.004311
chr2	165198903	165198967	0.002934
chr2	165198967	165198973	0.00485
chr2	165198973	165199011	0.001916
chr2	165199011	165199059	0.003832
chr2	165199059	165199067	0.011258
chr2	165199067	165199096	0.009342
chr2	165199096	165199111	0.012275
chr2	165199111	165199159	0.010359
chr2	165199159	165199196	0.002934
chr2	165199199	165199219	0.00521
chr2	165199219	165199263	0.009102
chr2	165199263	165199299	0.011736
chr2	165199299	165199312	0.006526
chr2	165199312	165199319	0.009101
chr2	165199319	165199363	0.005209
chr2	165199363	165199412	0.002635
chr2	165199504	165199603	0.002755
chr2	165199643	165199670	0.002755
chr2	165199670	165199736	0.005569
chr2	165199736	165199743	0.0097
chr2	165199743	165199769	0.006946
chr2	165199769	165199828	0.004132
chr2	165199828	165199836	0.009342
chr2	165199836	165199859	0.00521
chr2	165199859	165199866	0.008024
chr2	165199866	165199912	0.012156
chr2	165199912	165199928	0.017366
chr2	165199928	165199942	0.012156
chr2	165199942	165199959	0.013293
chr2	165199959	165199966	0.010479
chr2	165199966	165199967	0.006348
chr2	165199967	165200012	0.009162
chr2	165200012	165200016	0.003952
chr2	165200016	165200040	0.00503
chr2	165200040	165200042	0.019283
chr2	165200042	165200063	0.018205
chr2	165200063	165200067	0.019941
chr2	165200067	165200072	0.017127
chr2	165200072	165200116	0.019941
chr2	165200116	165200140	0.018803
chr2	165200140	165200163	0.00455
chr2	165200163	165200172	0.002814
chr2	165200194	165200223	0.003294
chr2	165200223	165200236	0.017547
chr2	165200236	165200262	0.019283
chr2	165200262	165200293	0.021798
chr2	165200293	165200310	0.018504
chr2	165200310	165200313	0.029222
chr2	165200313	165200323	0.032516
chr2	165200323	165200336	0.018263
chr2	165200336	165200360	0.016526
chr2	165200360	165200362	0.019101
chr2	165200362	165200406	0.016526
chr2	165200406	165200410	0.037424
chr2	165200410	165200413	0.026707
chr2	165200413	165200433	0.023413
chr2	165200433	165200458	0.025689
chr2	165200458	165200460	0.026407
chr2	165200460	165200484	0.023892
chr2	165200484	165200490	0.026168
chr2	165200490	165200506	0.047066
chr2	165200506	165200524	0.026168
chr2	165200524	165200533	0.026887
chr2	165200533	165200558	0.024611
chr2	165200558	165200578	0.023892
chr2	165200578	165200584	0.025689
chr2	165200584	165200590	0.023413
chr2	165200590	165200594	0.002515
chr2	165200594	165200606	0.006408
chr2	165200606	165200624	0.008205
chr2	165200624	165200641	0.007486
chr2	165200641	165200659	0.018204
chr2	165200659	165200678	0.022156
chr2	165200678	165200693	0.02036
chr2	165200693	165200706	0.016407
chr2	165200706	165200722	0.014611
chr2	165200722	165200741	0.016587
chr2	165200741	165200759	0.005869
chr2	165200759	165200761	0.001976
chr2	165200761	165200796	0.007605
chr2	165200796	165200799	0.001976
chr2	165200799	165200804	0.007605
chr2	165200804	165200807	0.011557
chr2	165200807	165200822	0.017186
chr2	165200822	165200864	0.01521
chr2	165200864	165200904	0.009581
chr2	165200904	165200907	0.007365
chr2	165200907	165200947	0.001736
chr2	165200947	165200978	0.00467
chr2	165200978	165200989	0.006586
chr2	165200989	165201004	0.008442
chr2	165201004	165201017	0.006706
chr2	165201017	165201024	0.008981
chr2	165201024	165201047	0.013591
chr2	165201047	165201069	0.010717
chr2	165201069	165201078	0.012693
chr2	165201078	165201089	0.010837
chr2	165201089	165201117	0.008921
chr2	165201117	165201124	0.006646
chr2	165201124	165201128	0.001976
chr2	165201128	165201136	0.011137
chr2	165201136	165201167	0.001976
chr2	165201167	165201169	0.004671
chr2	165201169	165201201	0.002694
chr2	165201201	165201249	0.008323
chr2	165201249	165201267	0.012275
chr2	165201267	165201269	0.009581
chr2	165201269	165201279	0.01521
chr2	165201279	165201293	0.017904
chr2	165201293	165201296	0.020718
chr2	165201296	165201301	0.028981
chr2	165201301	165201349	0.023352
chr2	165201349	165201368	0.0194
chr2	165201368	165201379	0.013771
chr2	165201379	165201389	0.011077
chr2	165201389	165201393	0.01928
chr2	165201393	165201396	0.016466
chr2	165201396	165201412	0.008263
chr2	165201412	165201442	0.011496
chr2	165201442	165201443	0.013173
chr2	165201443	165201484	0.015269
chr2	165201484	165201489	0.018083
chr2	165201489	165201511	0.00982
chr2	165201511	165201526	0.006587
chr2	165201526	165201541	0.00982
chr2	165201541	165201543	0.008144
chr2	165201543	165201550	0.008802
chr2	165201550	165201584	0.011077
chr2	165201584	165201603	0.008263
chr2	165201603	165201608	0.010359
chr2	165201608	165201626	0.013174
chr2	165201626	165201629	0.009941
chr2	165201629	165201643	0.014132
chr2	165201643	165201650	0.011317
chr2	165201650	165201676	0.009042
chr2	165201676	165201681	0.013173
chr2	165201681	165201683	0.014969
chr2	165201683	165201703	0.017604
chr2	165201703	165201708	0.015508
chr2	165201708	165201729	0.012753
chr2	165201729	165201776	0.008622
chr2	165201776	165201780	0.004432
chr2	165201780	165201783	0.002635
chr2	165201803	165201858	0.002635
chr2	165201858	165201903	0.004432
chr2	165201903	165201938	0.001796
chr2	165201938	165201949	0.005988
chr2	165201949	165201958	0.006707
chr2	165201958	165201968	0.00491
chr2	165201968	165201986	0.010658
chr2	165201986	165201990	0.020897
chr2	165201990	165201997	0.018262
chr2	165201997	165202003	0.016706
chr2	165202003	165202006	0.028562
chr2	165202006	165202008	0.030538
chr2	165202008	165202022	0.033173
chr2	165202022	165202045	0.037064
chr2	165202045	165202046	0.038861
chr2	165202046	165202048	0.045089
chr2	165202048	165202049	0.047843
chr2	165202049	165202067	0.047125
chr2	165202067	165202086	0.041377
chr2	165202086	165202103	0.031078
chr2	165202103	165202106	0.019282
chr2	165202106	165202108	0.017306
chr2	165202108	165202122	0.014671
chr2	165202122	165202126	0.010779
chr2	165202126	165202141	0.001797
chr2	165202141	165202145	0.003653
chr2	165202145	165202183	0.001797
chr2	165202183	165202212	0.005688
chr2	165202212	165202241	0.011435
chr2	165202241	165202270	0.009639
chr2	165202270	165202280	0.010776
chr2	165202280	165202283	0.009639
chr2	165202283	165202312	0.005747
chr2	165202314	165202351	0.002934
chr2	165202351	165202414	0.010779
chr2	165202414	165202435	0.007846
chr2	165202435	165202450	0.013653
chr2	165202450	165202471	0.005807
chr2	165202471	165202535	0.008741
chr2	165202535	165202543	0.002934
chr2	165202543	165202565	0.00491
chr2	165202565	165202571	0.012755
chr2	165202571	165202578	0.009822
chr2	165202578	165202591	0.012755
chr2	165202591	165202593	0.015271
chr2	165202593	165202643	0.017307
chr2	165202643	165202665	0.015271
chr2	165202665	165202666	0.007425
chr2	165202666	165202668	0.008323
chr2	165202668	165202677	0.009042
chr2	165202677	165202679	0.006108
chr2	165202679	165202691	0.009042
chr2	165202691	165202693	0.006527
chr2	165202693	165202695	0.004551
chr2	165202695	165202701	0.008682
chr2	165202701	165202705	0.010059
chr2	165202705	165202707	0.010957
chr2	165202707	165202722	0.012334
chr2	165202722	165202759	0.013712
chr2	165202759	165202766	0.01443
chr2	165202766	165202768	0.013532
chr2	165202768	165202769	0.012813
chr2	165202769	165202779	0.01862
chr2	165202779	165202795	0.015687
chr2	165202795	165202801	0.011555
chr2	165202801	165202805	0.010178
chr2	165202805	165202807	0.00928
chr2	165202807	165202822	0.007903
chr2	165202822	165202831	0.006526
chr2	165202831	165202846	0.008622
chr2	165202846	165202851	0.009999
chr2	165202851	165202859	0.01413
chr2	165202859	165202869	0.013412
chr2	165202869	165202929	0.007605
chr2	165202929	165202931	0.009761
chr2	165202931	165202944	0.007605
chr2	165202944	165203029	0.002096
chr2	165203215	165203237	0.00509
chr2	165203237	165203285	0.006827
chr2	165203285	165203315	0.008623
chr2	165203315	165203334	0.003533
chr2	165203334	165203337	0.006827
chr2	165203337	165203385	0.00503
chr2	165203385	165203425	0.003294
chr2	165203425	165203426	0.010899
chr2	165203426	165203434	0.014192
chr2	165203434	165203504	0.010899
chr2	165203504	165203520	0.013653
chr2	165203520	165203525	0.016468
chr2	165203525	165203526	0.008863
chr2	165203526	165203535	0.005569
chr2	165203535	165203576	0.007844
chr2	165203576	165203597	0.019042
chr2	165203597	165203602	0.021557
chr2	165203602	165203604	0.023772
chr2	165203604	165203609	0.020958
chr2	165203609	165203618	0.023533
chr2	165203618	165203620	0.036467
chr2	165203620	165203635	0.033713
chr2	165203635	165203654	0.031498
chr2	165203654	165203676	0.034013
chr2	165203676	165203697	0.022755
chr2	165203697	165203702	0.02024
chr2	165203702	165203703	0.017965
chr2	165203703	165203705	0.021198
chr2	165203705	165203709	0.024012
chr2	165203709	165203710	0.021437
chr2	165203710	165203713	0.02527
chr2	165203713	165203718	0.027845
chr2	165203718	165203722	0.01497
chr2	165203722	165203724	0.01958
chr2	165203724	165203726	0.020958
chr2	165203726	165203742	0.025089
chr2	165203742	165203754	0.027304
chr2	165203754	165203772	0.024729
chr2	165203772	165203774	0.027424
chr2	165203774	165203782	0.030178
chr2	165203782	165203791	0.034071
chr2	165203791	165203793	0.037244
chr2	165203793	165203794	0.038621
chr2	165203794	165203796	0.040297
chr2	165203796	165203803	0.042932
chr2	165203803	165203805	0.039758
chr2	165203805	165203810	0.037004
chr2	165203810	165203813	0.033111
chr2	165203813	165203822	0.030596
chr2	165203822	165203823	4.48898
chr2	165203823	165203824	4.68443
chr2	165203824	165203825	4.54011
chr2	165203825	165203826	4.49071
chr2	165203826	165203827	4.48143
chr2	165203827	165203828	4.437
chr2	165203828	165203829	4.41018
chr2	165203829	165203830	4.41353
chr2	165203830	165203831	4.28922
chr2	165203831	165203832	4.29138
chr2	165203832	165203833	4.17503
chr2	165203833	165203834	4.17742
chr2	165203834	165203835	4.11126
chr2	165203835	165203836	4.05922
chr2	165203836	165203837	4.01521
chr2	165203837	165203838	4.02437
chr2	165203838	165203839	4.01892
chr2	165203839	165203840	3.99809
chr2	165203840	165203841	4.01515
chr2	165203841	165203842	3.96569
